Frequence = 10 Ghz;
N = 8784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000265054; Faza = 159.284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
188   X = 20 mm; Y = 145 mm; Amplitude = 0.000173419; Faza = -97.9755 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
189   X = 20 mm; Y = 145 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
190   X = 20 mm; Y = 147 mm; Amplitude = 0.000581679; Faza = 163.014 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
191   X = 20 mm; Y = 147 mm; Amplitude = 0.000164962; Faza = -72.3489 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
192   X = 20 mm; Y = 147 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
193   X = 20 mm; Y = 149 mm; Amplitude = 0.000591183; Faza = -172.89 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
194   X = 20 mm; Y = 149 mm; Amplitude = 0.000160637; Faza = -45.1336 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
195   X = 20 mm; Y = 149 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
196   X = 20 mm; Y = 151 mm; Amplitude = 0.00061184; Faza = -149.073 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
197   X = 20 mm; Y = 151 mm; Amplitude = 0.000162386; Faza = -17.3149 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
198   X = 20 mm; Y = 151 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
199   X = 20 mm; Y = 153 mm; Amplitude = 0.000640757; Faza = -126.151 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
200   X = 20 mm; Y = 153 mm; Amplitude = 0.00017008; Faza = 9.82271 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
201   X = 20 mm; Y = 153 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
202   X = 20 mm; Y = 155 mm; Amplitude = 0.000671426; Faza = -104.313 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
203   X = 20 mm; Y = 155 mm; Amplitude = 0.000181826; Faza = 35.5143 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
204   X = 20 mm; Y = 155 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
205   X = 20 mm; Y = 157 mm; Amplitude = 0.00069723; Faza = -83.3174 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
206   X = 20 mm; Y = 157 mm; Amplitude = 0.000195294; Faza = 59.7468 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
207   X = 20 mm; Y = 157 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
208   X = 20 mm; Y = 159 mm; Amplitude = 0.000714325; Faza = -62.693 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
209   X = 20 mm; Y = 159 mm; Amplitude = 0.000208805; Faza = 82.9037 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
210   X = 20 mm; Y = 159 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
211   X = 20 mm; Y = 161 mm; Amplitude = 0.000722942; Faza = -41.9615 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
212   X = 20 mm; Y = 161 mm; Amplitude = 0.000221633; Faza = -254.599 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
213   X = 20 mm; Y = 161 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
214   X = 20 mm; Y = 163 mm; Amplitude = 0.000726935; Faza = -20.8121 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
215   X = 20 mm; Y = 163 mm; Amplitude = 0.0002338; Faza = -232.489 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
216   X = 20 mm; Y = 163 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
217   X = 20 mm; Y = 165 mm; Amplitude = 0.000731818; Faza = 0.774205 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
218   X = 20 mm; Y = 165 mm; Amplitude = 0.000245593; Faza = -210.656 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
219   X = 20 mm; Y = 165 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
220   X = 20 mm; Y = 167 mm; Amplitude = 0.000741802; Faza = 22.5106 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
221   X = 20 mm; Y = 167 mm; Amplitude = 0.000257207; Faza = -189.104 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
222   X = 20 mm; Y = 167 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
223   X = 20 mm; Y = 169 mm; Amplitude = 0.000757407; Faza = 43.9692 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
224   X = 20 mm; Y = 169 mm; Amplitude = 0.000268533; Faza = -167.874 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
225   X = 20 mm; Y = 169 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
226   X = 20 mm; Y = 171 mm; Amplitude = 0.000775182; Faza = 64.8386 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
227   X = 20 mm; Y = 171 mm; Amplitude = 0.000279185; Faza = -146.974 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
228   X = 20 mm; Y = 171 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
229   X = 20 mm; Y = 173 mm; Amplitude = 0.000789706; Faza = 85.0802 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
230   X = 20 mm; Y = 173 mm; Amplitude = 0.000288678; Faza = -126.374 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
231   X = 20 mm; Y = 173 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
232   X = 20 mm; Y = 175 mm; Amplitude = 0.00079632; Faza = 104.915 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
233   X = 20 mm; Y = 175 mm; Amplitude = 0.000296573; Faza = -106.013 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
234   X = 20 mm; Y = 175 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
235   X = 20 mm; Y = 177 mm; Amplitude = 0.000793209; Faza = 124.701 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
236   X = 20 mm; Y = 177 mm; Amplitude = 0.000302564; Faza = -85.821 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
237   X = 20 mm; Y = 177 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
238   X = 20 mm; Y = 179 mm; Amplitude = 0.000782015; Faza = 144.787 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
239   X = 20 mm; Y = 179 mm; Amplitude = 0.000306412; Faza = -65.7381 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
240   X = 20 mm; Y = 179 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
241   X = 20 mm; Y = 181 mm; Amplitude = 0.000767068; Faza = 165.392 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
242   X = 20 mm; Y = 181 mm; Amplitude = 0.000307862; Faza = -45.7021 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
243   X = 20 mm; Y = 181 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
244   X = 20 mm; Y = 183 mm; Amplitude = 0.000753398; Faza = -173.498 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
245   X = 20 mm; Y = 183 mm; Amplitude = 0.000306665; Faza = -25.6324 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
246   X = 20 mm; Y = 183 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
247   X = 20 mm; Y = 185 mm; Amplitude = 0.00074435; Faza = -152.126 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
248   X = 20 mm; Y = 185 mm; Amplitude = 0.000302638; Faza = -5.40362 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
249   X = 20 mm; Y = 185 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
250   X = 20 mm; Y = 187 mm; Amplitude = 0.000740047; Faza = -130.825 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
251   X = 20 mm; Y = 187 mm; Amplitude = 0.00029588; Faza = 15.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
252   X = 20 mm; Y = 187 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
253   X = 20 mm; Y = 189 mm; Amplitude = 0.000737774; Faza = -109.822 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
254   X = 20 mm; Y = 189 mm; Amplitude = 0.000287011; Faza = 36.3305 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
255   X = 20 mm; Y = 189 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
256   X = 20 mm; Y = 191 mm; Amplitude = 0.000733953; Faza = -89.1077 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
257   X = 20 mm; Y = 191 mm; Amplitude = 0.000277292; Faza = 58.2983 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
258   X = 20 mm; Y = 191 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
259   X = 20 mm; Y = 193 mm; Amplitude = 0.000726497; Faza = -68.4749 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
260   X = 20 mm; Y = 193 mm; Amplitude = 0.000268605; Faza = 81.2182 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
261   X = 20 mm; Y = 193 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
262   X = 20 mm; Y = 195 mm; Amplitude = 0.000716158; Faza = -47.6435 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
263   X = 20 mm; Y = 195 mm; Amplitude = 0.000263034; Faza = -254.984 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
264   X = 20 mm; Y = 195 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
265   X = 20 mm; Y = 197 mm; Amplitude = 0.000706401; Faza = -26.4322 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
266   X = 20 mm; Y = 197 mm; Amplitude = 0.000262251; Faza = -230.654 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
267   X = 20 mm; Y = 197 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
268   X = 20 mm; Y = 199 mm; Amplitude = 0.000701769; Faza = -4.90381 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
269   X = 20 mm; Y = 199 mm; Amplitude = 0.000266971; Faza = -206.318 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
270   X = 20 mm; Y = 199 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
271   X = 20 mm; Y = 201 mm; Amplitude = 0.000705447; Faza = 16.609 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
272   X = 20 mm; Y = 201 mm; Amplitude = 0.000276781; Faza = -182.466 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
273   X = 20 mm; Y = 201 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
274   X = 20 mm; Y = 203 mm; Amplitude = 0.000717359; Faza = 37.6576 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
275   X = 20 mm; Y = 203 mm; Amplitude = 0.000290633; Faza = -159.368 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
276   X = 20 mm; Y = 203 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
277   X = 20 mm; Y = 205 mm; Amplitude = 0.000734187; Faza = 57.9149 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
278   X = 20 mm; Y = 205 mm; Amplitude = 0.000307503; Faza = -137.089 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
279   X = 20 mm; Y = 205 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
280   X = 20 mm; Y = 207 mm; Amplitude = 0.000751115; Faza = 77.3145 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
281   X = 20 mm; Y = 207 mm; Amplitude = 0.000326829; Faza = -115.581 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
282   X = 20 mm; Y = 207 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
283   X = 20 mm; Y = 209 mm; Amplitude = 0.000764101; Faza = 96.0163 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
284   X = 20 mm; Y = 209 mm; Amplitude = 0.000348563; Faza = -94.8101 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
285   X = 20 mm; Y = 209 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
286   X = 20 mm; Y = 211 mm; Amplitude = 0.000771362; Faza = 114.285 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
287   X = 20 mm; Y = 211 mm; Amplitude = 0.000372837; Faza = -74.8059 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
288   X = 20 mm; Y = 211 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
289   X = 20 mm; Y = 213 mm; Amplitude = 0.000773709; Faza = 132.358 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
290   X = 20 mm; Y = 213 mm; Amplitude = 0.000399628; Faza = -55.6445 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
291   X = 20 mm; Y = 213 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
292   X = 20 mm; Y = 215 mm; Amplitude = 0.000773811; Faza = 150.349 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
293   X = 20 mm; Y = 215 mm; Amplitude = 0.000428528; Faza = -37.4077 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
294   X = 20 mm; Y = 215 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
295   X = 20 mm; Y = 217 mm; Amplitude = 0.000774766; Faza = 168.196 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
296   X = 20 mm; Y = 217 mm; Amplitude = 0.000458675; Faza = -20.1368 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
297   X = 20 mm; Y = 217 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
298   X = 20 mm; Y = 219 mm; Amplitude = 0.000778496; Faza = -174.313 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
299   X = 20 mm; Y = 219 mm; Amplitude = 0.000489007; Faza = -3.82354 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
300   X = 20 mm; Y = 219 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
301   X = 20 mm; Y = 221 mm; Amplitude = 0.000784801; Faza = -157.456 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
302   X = 20 mm; Y = 221 mm; Amplitude = 0.000518538; Faza = 11.5765 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
303   X = 20 mm; Y = 221 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
304   X = 20 mm; Y = 223 mm; Amplitude = 0.000791437; Faza = -141.455 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
305   X = 20 mm; Y = 223 mm; Amplitude = 0.000546628; Faza = 26.1236 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
306   X = 20 mm; Y = 223 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
307   X = 20 mm; Y = 225 mm; Amplitude = 0.000795092; Faza = -126.419 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
308   X = 20 mm; Y = 225 mm; Amplitude = 0.000573151; Faza = 39.865 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
309   X = 20 mm; Y = 225 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
310   X = 20 mm; Y = 227 mm; Amplitude = 0.000792625; Faza = -112.341 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
311   X = 20 mm; Y = 227 mm; Amplitude = 0.000598537; Faza = 52.8154 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
312   X = 20 mm; Y = 227 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
313   X = 20 mm; Y = 229 mm; Amplitude = 0.000782; Faza = -99.1511 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
314   X = 20 mm; Y = 229 mm; Amplitude = 0.000623721; Faza = 64.9504 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
315   X = 20 mm; Y = 229 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
316   X = 20 mm; Y = 231 mm; Amplitude = 0.000762624; Faza = -86.771 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
317   X = 20 mm; Y = 231 mm; Amplitude = 0.000649956; Faza = 76.2028 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
318   X = 20 mm; Y = 231 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
319   X = 20 mm; Y = 233 mm; Amplitude = 0.000735211; Faza = -75.1543 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
320   X = 20 mm; Y = 233 mm; Amplitude = 0.000678586; Faza = 86.4692 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
321   X = 20 mm; Y = 233 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
322   X = 20 mm; Y = 235 mm; Amplitude = 0.000701373; Faza = -64.3136 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
323   X = 20 mm; Y = 235 mm; Amplitude = 0.00071076; Faza = -264.379 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
324   X = 20 mm; Y = 235 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
325   X = 20 mm; Y = 237 mm; Amplitude = 0.000663233; Faza = -54.3156 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
326   X = 20 mm; Y = 237 mm; Amplitude = 0.000746925; Faza = -256.488 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
327   X = 20 mm; Y = 237 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
328   X = 20 mm; Y = 239 mm; Amplitude = 0.000623259; Faza = -45.2732 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
329   X = 20 mm; Y = 239 mm; Amplitude = 0.000786194; Faza = -250.005 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
330   X = 20 mm; Y = 239 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
331   X = 20 mm; Y = 241 mm; Amplitude = 0.000584454; Faza = -37.3465 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
332   X = 20 mm; Y = 241 mm; Amplitude = 0.000825785; Faza = -245.031 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
333   X = 20 mm; Y = 241 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
334   X = 20 mm; Y = 243 mm; Amplitude = 0.00055058; Faza = -30.7869 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
335   X = 20 mm; Y = 243 mm; Amplitude = 0.000861191; Faza = -241.526 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
336   X = 20 mm; Y = 243 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
337   X = 20 mm; Y = 245 mm; Amplitude = 0.000525558; Faza = -25.9894 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
338   X = 20 mm; Y = 245 mm; Amplitude = 0.00088772; Faza = -239.328 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
339   X = 20 mm; Y = 245 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
340   X = 20 mm; Y = 247 mm; Amplitude = 0.000512311; Faza = -23.4247 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
341   X = 20 mm; Y = 247 mm; Amplitude = 0.000901895; Faza = -238.274 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
342   X = 20 mm; Y = 247 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
343   X = 20 mm; Y = 249 mm; Amplitude = 0; Faza = 45.1172 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
344   X = 20 mm; Y = 249 mm; Amplitude = 0; Faza = 30.4075 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
345   X = 20 mm; Y = 249 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
346   X = 20 mm; Y = 251 mm; Amplitude = 0; Faza = 48.9824 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
347   X = 20 mm; Y = 251 mm; Amplitude = 0; Faza = 21.8777 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
348   X = 20 mm; Y = 251 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
349   X = 20 mm; Y = 253 mm; Amplitude = 0; Faza = 47.4065 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
350   X = 20 mm; Y = 253 mm; Amplitude = 0; Faza = 21.7641 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
351   X = 20 mm; Y = 253 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
352   X = 20 mm; Y = 255 mm; Amplitude = 0; Faza = 44.2209 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
353   X = 20 mm; Y = 255 mm; Amplitude = 0; Faza = 21.5763 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
354   X = 20 mm; Y = 255 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
355   X = 20 mm; Y = 257 mm; Amplitude = 0; Faza = 39.4898 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
356   X = 20 mm; Y = 257 mm; Amplitude = 0; Faza = 21.3854 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
357   X = 20 mm; Y = 257 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
358   X = 20 mm; Y = 259 mm; Amplitude = 0; Faza = 33.6353 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
359   X = 20 mm; Y = 259 mm; Amplitude = 0; Faza = 21.2819 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
360   X = 20 mm; Y = 259 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
361   X = 20 mm; Y = 261 mm; Amplitude = 0; Faza = 27.6579 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
362   X = 20 mm; Y = 261 mm; Amplitude = 0; Faza = 21.3621 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
363   X = 20 mm; Y = 261 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
364   X = 20 mm; Y = 263 mm; Amplitude = 0; Faza = 22.9338 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
