Frequence = 10 Ghz;
N = 9084;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000450778; Faza = -151.902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
194   X = 20 mm; Y = 149 mm; Amplitude = 0; Faza = 28.4829 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
195   X = 20 mm; Y = 149 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
196   X = 20 mm; Y = 151 mm; Amplitude = 0; Faza = 26.4454 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
197   X = 20 mm; Y = 151 mm; Amplitude = 0; Faza = 28.5233 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
198   X = 20 mm; Y = 151 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
199   X = 20 mm; Y = 153 mm; Amplitude = 0; Faza = 25.7692 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
200   X = 20 mm; Y = 153 mm; Amplitude = 0; Faza = 28.5202 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
201   X = 20 mm; Y = 153 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
202   X = 20 mm; Y = 155 mm; Amplitude = 0; Faza = 25.6784 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
203   X = 20 mm; Y = 155 mm; Amplitude = 0; Faza = 28.4711 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
204   X = 20 mm; Y = 155 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
205   X = 20 mm; Y = 157 mm; Amplitude = 0; Faza = 26.2411 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
206   X = 20 mm; Y = 157 mm; Amplitude = 0; Faza = 28.3827 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
207   X = 20 mm; Y = 157 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
208   X = 20 mm; Y = 159 mm; Amplitude = 0; Faza = 27.4071 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
209   X = 20 mm; Y = 159 mm; Amplitude = 0; Faza = 28.2689 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
210   X = 20 mm; Y = 159 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
211   X = 20 mm; Y = 161 mm; Amplitude = 0; Faza = 28.9945 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
212   X = 20 mm; Y = 161 mm; Amplitude = 0; Faza = 28.147 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
213   X = 20 mm; Y = 161 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
214   X = 20 mm; Y = 163 mm; Amplitude = 0; Faza = 30.7192 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
215   X = 20 mm; Y = 163 mm; Amplitude = 0; Faza = 28.0347 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
216   X = 20 mm; Y = 163 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
217   X = 20 mm; Y = 165 mm; Amplitude = 0; Faza = 32.2665 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
218   X = 20 mm; Y = 165 mm; Amplitude = 0; Faza = 27.947 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
219   X = 20 mm; Y = 165 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
220   X = 20 mm; Y = 167 mm; Amplitude = 0; Faza = 33.3744 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
221   X = 20 mm; Y = 167 mm; Amplitude = 0; Faza = 27.8937 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
222   X = 20 mm; Y = 167 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
223   X = 20 mm; Y = 169 mm; Amplitude = 0; Faza = 33.8869 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
224   X = 20 mm; Y = 169 mm; Amplitude = 0; Faza = 27.8779 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
225   X = 20 mm; Y = 169 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
226   X = 20 mm; Y = 171 mm; Amplitude = 0; Faza = 33.7635 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
227   X = 20 mm; Y = 171 mm; Amplitude = 0; Faza = 27.8954 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
228   X = 20 mm; Y = 171 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
229   X = 20 mm; Y = 173 mm; Amplitude = 0; Faza = 33.0603 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
230   X = 20 mm; Y = 173 mm; Amplitude = 0; Faza = 27.9358 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
231   X = 20 mm; Y = 173 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
232   X = 20 mm; Y = 175 mm; Amplitude = 0; Faza = 31.903 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
233   X = 20 mm; Y = 175 mm; Amplitude = 0; Faza = 27.9848 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
234   X = 20 mm; Y = 175 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
235   X = 20 mm; Y = 177 mm; Amplitude = 0; Faza = 30.4638 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
236   X = 20 mm; Y = 177 mm; Amplitude = 0; Faza = 28.027 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
237   X = 20 mm; Y = 177 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
238   X = 20 mm; Y = 179 mm; Amplitude = 0; Faza = 28.9446 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
239   X = 20 mm; Y = 179 mm; Amplitude = 0; Faza = 28.0497 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
240   X = 20 mm; Y = 179 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
241   X = 20 mm; Y = 181 mm; Amplitude = 0; Faza = 27.5604 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
242   X = 20 mm; Y = 181 mm; Amplitude = 0; Faza = 28.0449 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
243   X = 20 mm; Y = 181 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
244   X = 20 mm; Y = 183 mm; Amplitude = 0; Faza = 26.521 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
245   X = 20 mm; Y = 183 mm; Amplitude = 0; Faza = 28.0113 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
246   X = 20 mm; Y = 183 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
247   X = 20 mm; Y = 185 mm; Amplitude = 0; Faza = 26.004 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
248   X = 20 mm; Y = 185 mm; Amplitude = 0; Faza = 27.9542 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
249   X = 20 mm; Y = 185 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
250   X = 20 mm; Y = 187 mm; Amplitude = 0; Faza = 26.1223 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
251   X = 20 mm; Y = 187 mm; Amplitude = 0; Faza = 27.8845 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
252   X = 20 mm; Y = 187 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
253   X = 20 mm; Y = 189 mm; Amplitude = 0; Faza = 26.8878 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
254   X = 20 mm; Y = 189 mm; Amplitude = 0; Faza = 27.8163 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
255   X = 20 mm; Y = 189 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
256   X = 20 mm; Y = 191 mm; Amplitude = 0; Faza = 28.1881 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
257   X = 20 mm; Y = 191 mm; Amplitude = 0; Faza = 27.7649 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
258   X = 20 mm; Y = 191 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
259   X = 20 mm; Y = 193 mm; Amplitude = 0; Faza = 29.7926 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
260   X = 20 mm; Y = 193 mm; Amplitude = 0; Faza = 27.7438 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
261   X = 20 mm; Y = 193 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
262   X = 20 mm; Y = 195 mm; Amplitude = 0; Faza = 31.4009 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
263   X = 20 mm; Y = 195 mm; Amplitude = 0; Faza = 27.7621 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
264   X = 20 mm; Y = 195 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
265   X = 20 mm; Y = 197 mm; Amplitude = 0; Faza = 32.7189 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
266   X = 20 mm; Y = 197 mm; Amplitude = 0; Faza = 27.8232 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
267   X = 20 mm; Y = 197 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
268   X = 20 mm; Y = 199 mm; Amplitude = 0; Faza = 33.5274 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
269   X = 20 mm; Y = 199 mm; Amplitude = 0; Faza = 27.9235 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
270   X = 20 mm; Y = 199 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
271   X = 20 mm; Y = 201 mm; Amplitude = 0; Faza = 33.7163 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
272   X = 20 mm; Y = 201 mm; Amplitude = 0; Faza = 28.0531 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
273   X = 20 mm; Y = 201 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
274   X = 20 mm; Y = 203 mm; Amplitude = 0; Faza = 33.2834 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
275   X = 20 mm; Y = 203 mm; Amplitude = 0; Faza = 28.1971 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
276   X = 20 mm; Y = 203 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
277   X = 20 mm; Y = 205 mm; Amplitude = 0; Faza = 32.3133 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
278   X = 20 mm; Y = 205 mm; Amplitude = 0; Faza = 28.3382 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
279   X = 20 mm; Y = 205 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
280   X = 20 mm; Y = 207 mm; Amplitude = 0; Faza = 30.9546 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
281   X = 20 mm; Y = 207 mm; Amplitude = 0; Faza = 28.4604 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
282   X = 20 mm; Y = 207 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
283   X = 20 mm; Y = 209 mm; Amplitude = 0; Faza = 29.3986 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
284   X = 20 mm; Y = 209 mm; Amplitude = 0; Faza = 28.5514 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
285   X = 20 mm; Y = 209 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
286   X = 20 mm; Y = 211 mm; Amplitude = 0; Faza = 27.861 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
287   X = 20 mm; Y = 211 mm; Amplitude = 0; Faza = 28.6053 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
288   X = 20 mm; Y = 211 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
289   X = 20 mm; Y = 213 mm; Amplitude = 0; Faza = 26.5611 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
290   X = 20 mm; Y = 213 mm; Amplitude = 0; Faza = 28.623 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
291   X = 20 mm; Y = 213 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
292   X = 20 mm; Y = 215 mm; Amplitude = 0; Faza = 25.6962 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
293   X = 20 mm; Y = 215 mm; Amplitude = 0; Faza = 28.6122 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
294   X = 20 mm; Y = 215 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
295   X = 20 mm; Y = 217 mm; Amplitude = 0; Faza = 25.4112 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
296   X = 20 mm; Y = 217 mm; Amplitude = 0; Faza = 28.5854 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
297   X = 20 mm; Y = 217 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
298   X = 20 mm; Y = 219 mm; Amplitude = 0; Faza = 25.766 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
299   X = 20 mm; Y = 219 mm; Amplitude = 0; Faza = 28.5579 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
300   X = 20 mm; Y = 219 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
301   X = 20 mm; Y = 221 mm; Amplitude = 0; Faza = 26.7095 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
302   X = 20 mm; Y = 221 mm; Amplitude = 0; Faza = 28.545 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
303   X = 20 mm; Y = 221 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
304   X = 20 mm; Y = 223 mm; Amplitude = 0; Faza = 28.0747 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
305   X = 20 mm; Y = 223 mm; Amplitude = 0; Faza = 28.5593 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
306   X = 20 mm; Y = 223 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
307   X = 20 mm; Y = 225 mm; Amplitude = 0; Faza = 29.6054 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
308   X = 20 mm; Y = 225 mm; Amplitude = 0; Faza = 28.6086 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
309   X = 20 mm; Y = 225 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
310   X = 20 mm; Y = 227 mm; Amplitude = 0; Faza = 31.0151 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
311   X = 20 mm; Y = 227 mm; Amplitude = 0; Faza = 28.6943 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
312   X = 20 mm; Y = 227 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
313   X = 20 mm; Y = 229 mm; Amplitude = 0; Faza = 32.0538 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
314   X = 20 mm; Y = 229 mm; Amplitude = 0; Faza = 28.8103 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
315   X = 20 mm; Y = 229 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
316   X = 20 mm; Y = 231 mm; Amplitude = 0; Faza = 32.5575 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
317   X = 20 mm; Y = 231 mm; Amplitude = 0; Faza = 28.9442 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
318   X = 20 mm; Y = 231 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
319   X = 20 mm; Y = 233 mm; Amplitude = 0; Faza = 32.4642 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
320   X = 20 mm; Y = 233 mm; Amplitude = 0; Faza = 29.0792 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
321   X = 20 mm; Y = 233 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
322   X = 20 mm; Y = 235 mm; Amplitude = 0; Faza = 31.8077 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
323   X = 20 mm; Y = 235 mm; Amplitude = 0; Faza = 29.1967 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
324   X = 20 mm; Y = 235 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
325   X = 20 mm; Y = 237 mm; Amplitude = 0; Faza = 30.6985 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
326   X = 20 mm; Y = 237 mm; Amplitude = 0; Faza = 29.2802 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
327   X = 20 mm; Y = 237 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
328   X = 20 mm; Y = 239 mm; Amplitude = 0; Faza = 29.3049 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
329   X = 20 mm; Y = 239 mm; Amplitude = 0; Faza = 29.3178 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
330   X = 20 mm; Y = 239 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
331   X = 20 mm; Y = 241 mm; Amplitude = 0; Faza = 27.8337 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
332   X = 20 mm; Y = 241 mm; Amplitude = 0; Faza = 29.304 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
333   X = 20 mm; Y = 241 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
334   X = 20 mm; Y = 243 mm; Amplitude = 0; Faza = 26.508 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
335   X = 20 mm; Y = 243 mm; Amplitude = 0; Faza = 29.2406 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
336   X = 20 mm; Y = 243 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
337   X = 20 mm; Y = 245 mm; Amplitude = 0; Faza = 25.5414 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
338   X = 20 mm; Y = 245 mm; Amplitude = 0; Faza = 29.1356 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
339   X = 20 mm; Y = 245 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
340   X = 20 mm; Y = 247 mm; Amplitude = 0; Faza = 25.1058 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
341   X = 20 mm; Y = 247 mm; Amplitude = 0; Faza = 29.0021 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
342   X = 20 mm; Y = 247 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
343   X = 20 mm; Y = 249 mm; Amplitude = 0; Faza = 25.2985 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
344   X = 20 mm; Y = 249 mm; Amplitude = 0; Faza = 28.8552 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
345   X = 20 mm; Y = 249 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
346   X = 20 mm; Y = 251 mm; Amplitude = 0; Faza = 26.1131 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
347   X = 20 mm; Y = 251 mm; Amplitude = 0; Faza = 28.7107 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
348   X = 20 mm; Y = 251 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
349   X = 20 mm; Y = 253 mm; Amplitude = 0; Faza = 27.4268 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
350   X = 20 mm; Y = 253 mm; Amplitude = 0; Faza = 28.5825 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
351   X = 20 mm; Y = 253 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
352   X = 20 mm; Y = 255 mm; Amplitude = 0; Faza = 29.016 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
353   X = 20 mm; Y = 255 mm; Amplitude = 0; Faza = 28.481 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
354   X = 20 mm; Y = 255 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
355   X = 20 mm; Y = 257 mm; Amplitude = 0; Faza = 30.6036 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
356   X = 20 mm; Y = 257 mm; Amplitude = 0; Faza = 28.411 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
357   X = 20 mm; Y = 257 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
358   X = 20 mm; Y = 259 mm; Amplitude = 0; Faza = 31.9244 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
359   X = 20 mm; Y = 259 mm; Amplitude = 0; Faza = 28.3718 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
360   X = 20 mm; Y = 259 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
361   X = 20 mm; Y = 261 mm; Amplitude = 0; Faza = 32.78 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
362   X = 20 mm; Y = 261 mm; Amplitude = 0; Faza = 28.3569 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
363   X = 20 mm; Y = 261 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
364   X = 20 mm; Y = 263 mm; Amplitude = 0; Faza = 33.0675 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
365   X = 20 mm; Y = 263 mm; Amplitude = 0; Faza = 28.3562 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
366   X = 20 mm; Y = 263 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
367   X = 20 mm; Y = 265 mm; Amplitude = 0; Faza = 32.7802 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
368   X = 20 mm; Y = 265 mm; Amplitude = 0; Faza = 28.3576 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
369   X = 20 mm; Y = 265 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
370   X = 20 mm; Y = 267 mm; Amplitude = 0; Faza = 31.9943 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
371   X = 20 mm; Y = 267 mm; Amplitude = 0; Faza = 28.3502 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
372   X = 20 mm; Y = 267 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
373   X = 20 mm; Y = 269 mm; Amplitude = 0; Faza = 30.8503 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
374   X = 20 mm; Y = 269 mm; Amplitude = 0; Faza = 28.3265 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
375   X = 20 mm; Y = 269 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
376   X = 20 mm; Y = 271 mm; Amplitude = 0; Faza = 29.5333 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
377   X = 20 mm; Y = 271 mm; Amplitude = 0; Faza = 28.2837 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
378   X = 20 mm; Y = 271 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
379   X = 20 mm; Y = 273 mm; Amplitude = 0; Faza = 28.2521 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
380   X = 20 mm; Y = 273 mm; Amplitude = 0; Faza = 28.2251 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
381   X = 20 mm; Y = 273 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
382   X = 20 mm; Y = 275 mm; Amplitude = 0; Faza = 27.2122 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
383   X = 20 mm; Y = 275 mm; Amplitude = 0; Faza = 28.1594 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
