Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00146745; Faza = 55.0035 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
188   X = 200 mm; Y = 1450 mm; Amplitude = 0.00128886; Faza = -163.123 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
189   X = 200 mm; Y = 1450 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
190   X = 200 mm; Y = 1470 mm; Amplitude = 0.00156612; Faza = 25.1365 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
191   X = 200 mm; Y = 1470 mm; Amplitude = 0.00138713; Faza = -159.389 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
192   X = 200 mm; Y = 1470 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
193   X = 200 mm; Y = 1490 mm; Amplitude = 0.00168274; Faza = 27.9973 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
194   X = 200 mm; Y = 1490 mm; Amplitude = 0.00147921; Faza = -156.291 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
195   X = 200 mm; Y = 1490 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
196   X = 200 mm; Y = 1510 mm; Amplitude = 0.00178837; Faza = 30.338 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
197   X = 200 mm; Y = 1510 mm; Amplitude = 0.00156263; Faza = -153.677 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
198   X = 200 mm; Y = 1510 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
199   X = 200 mm; Y = 1530 mm; Amplitude = 0.00188073; Faza = 32.2873 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
200   X = 200 mm; Y = 1530 mm; Amplitude = 0.00163549; Faza = -151.432 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
201   X = 200 mm; Y = 1530 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
202   X = 200 mm; Y = 1550 mm; Amplitude = 0.00195806; Faza = 33.9425 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
203   X = 200 mm; Y = 1550 mm; Amplitude = 0.00169632; Faza = -149.464 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
204   X = 200 mm; Y = 1550 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
205   X = 200 mm; Y = 1570 mm; Amplitude = 0.00201904; Faza = 35.3785 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
206   X = 200 mm; Y = 1570 mm; Amplitude = 0.00174401; Faza = -147.699 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
207   X = 200 mm; Y = 1570 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
208   X = 200 mm; Y = 1590 mm; Amplitude = 0.00206272; Faza = 36.6559 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
209   X = 200 mm; Y = 1590 mm; Amplitude = 0.00177776; Faza = -146.079 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
210   X = 200 mm; Y = 1590 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
211   X = 200 mm; Y = 1610 mm; Amplitude = 0.00208851; Faza = 37.8248 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
212   X = 200 mm; Y = 1610 mm; Amplitude = 0.00179708; Faza = -144.551 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
213   X = 200 mm; Y = 1610 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
214   X = 200 mm; Y = 1630 mm; Amplitude = 0.00209612; Faza = 38.9297 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
215   X = 200 mm; Y = 1630 mm; Amplitude = 0.00180175; Faza = -143.068 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
216   X = 200 mm; Y = 1630 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
217   X = 200 mm; Y = 1650 mm; Amplitude = 0.00208557; Faza = 40.012 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
218   X = 200 mm; Y = 1650 mm; Amplitude = 0.0017918; Faza = -141.587 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
219   X = 200 mm; Y = 1650 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
220   X = 200 mm; Y = 1670 mm; Amplitude = 0.00205716; Faza = 41.1128 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
221   X = 200 mm; Y = 1670 mm; Amplitude = 0.00176755; Faza = -140.063 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
222   X = 200 mm; Y = 1670 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
223   X = 200 mm; Y = 1690 mm; Amplitude = 0.00201147; Faza = 42.2756 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
224   X = 200 mm; Y = 1690 mm; Amplitude = 0.00172954; Faza = -138.448 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
225   X = 200 mm; Y = 1690 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
226   X = 200 mm; Y = 1710 mm; Amplitude = 0.00194939; Faza = 43.549 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
227   X = 200 mm; Y = 1710 mm; Amplitude = 0.0016786; Faza = -136.69 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
228   X = 200 mm; Y = 1710 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
229   X = 200 mm; Y = 1730 mm; Amplitude = 0.00187208; Faza = 44.9902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
230   X = 200 mm; Y = 1730 mm; Amplitude = 0.00161583; Faza = -134.727 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
231   X = 200 mm; Y = 1730 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
232   X = 200 mm; Y = 1750 mm; Amplitude = 0.001781; Faza = 46.6691 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
233   X = 200 mm; Y = 1750 mm; Amplitude = 0.00154265; Faza = -132.487 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
234   X = 200 mm; Y = 1750 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
235   X = 200 mm; Y = 1770 mm; Amplitude = 0.00167799; Faza = 48.6746 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
236   X = 200 mm; Y = 1770 mm; Amplitude = 0.00146078; Faza = -129.878 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
237   X = 200 mm; Y = 1770 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
238   X = 200 mm; Y = 1790 mm; Amplitude = 0.00156529; Faza = 51.1218 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
239   X = 200 mm; Y = 1790 mm; Amplitude = 0.00137238; Faza = -126.79 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
240   X = 200 mm; Y = 1790 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
241   X = 200 mm; Y = 1810 mm; Amplitude = 0.00144566; Faza = 54.1623 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
242   X = 200 mm; Y = 1810 mm; Amplitude = 0.00128008; Faza = -123.086 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
243   X = 200 mm; Y = 1810 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
244   X = 200 mm; Y = 1830 mm; Amplitude = 0.00132257; Faza = 57.9961 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
245   X = 200 mm; Y = 1830 mm; Amplitude = 0.00118713; Faza = -118.601 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
246   X = 200 mm; Y = 1830 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
247   X = 200 mm; Y = 1850 mm; Amplitude = 0.00120045; Faza = 62.8815 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
248   X = 200 mm; Y = 1850 mm; Amplitude = 0.0010975; Faza = -113.15 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
249   X = 200 mm; Y = 1850 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
250   X = 200 mm; Y = 1870 mm; Amplitude = 0.00108502; Faza = 69.1308 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
251   X = 200 mm; Y = 1870 mm; Amplitude = 0.001016; Faza = -106.558 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
252   X = 200 mm; Y = 1870 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
253   X = 200 mm; Y = 1890 mm; Amplitude = 0.000983683; Faza = 77.0586 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
254   X = 200 mm; Y = 1890 mm; Amplitude = 0.000948215; Faza = -98.7186 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
255   X = 200 mm; Y = 1890 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
256   X = 200 mm; Y = 1910 mm; Amplitude = 0.000905391; Faza = 86.8336 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
257   X = 200 mm; Y = 1910 mm; Amplitude = 0.000899975; Faza = -89.7037 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
258   X = 200 mm; Y = 1910 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
259   X = 200 mm; Y = 1930 mm; Amplitude = 0.000859456; Faza = 98.2143 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
260   X = 200 mm; Y = 1930 mm; Amplitude = 0.000876289; Faza = -79.8596 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
261   X = 200 mm; Y = 1930 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
262   X = 200 mm; Y = 1950 mm; Amplitude = 0.000852557; Faza = 110.352 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
263   X = 200 mm; Y = 1950 mm; Amplitude = 0.000879819; Faza = -69.8008 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
264   X = 200 mm; Y = 1950 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
265   X = 200 mm; Y = 1970 mm; Amplitude = 0.000885438; Faza = 122.02 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
266   X = 200 mm; Y = 1970 mm; Amplitude = 0.000909823; Faza = -60.2254 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
267   X = 200 mm; Y = 1970 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
268   X = 200 mm; Y = 1990 mm; Amplitude = 0.000952424; Faza = 132.223 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
269   X = 200 mm; Y = 1990 mm; Amplitude = 0.00096246; Faza = -51.6648 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
270   X = 200 mm; Y = 1990 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
271   X = 200 mm; Y = 2010 mm; Amplitude = 0.00104434; Faza = 140.562 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
272   X = 200 mm; Y = 2010 mm; Amplitude = 0.00103214; Faza = -44.3595 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
273   X = 200 mm; Y = 2010 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
274   X = 200 mm; Y = 2030 mm; Amplitude = 0.00115183; Faza = 147.122 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
275   X = 200 mm; Y = 2030 mm; Amplitude = 0.00111302; Faza = -38.3042 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
276   X = 200 mm; Y = 2030 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
277   X = 200 mm; Y = 2050 mm; Amplitude = 0.00126707; Faza = 152.2 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
278   X = 200 mm; Y = 2050 mm; Amplitude = 0.0011998; Faza = -33.3578 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
279   X = 200 mm; Y = 2050 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
280   X = 200 mm; Y = 2070 mm; Amplitude = 0.00138399; Faza = 156.117 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
281   X = 200 mm; Y = 2070 mm; Amplitude = 0.0012881; Faza = -29.3354 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
282   X = 200 mm; Y = 2070 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
283   X = 200 mm; Y = 2090 mm; Amplitude = 0.00149798; Faza = 159.146 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
284   X = 200 mm; Y = 2090 mm; Amplitude = 0.00137436; Faza = -26.0565 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
285   X = 200 mm; Y = 2090 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
286   X = 200 mm; Y = 2110 mm; Amplitude = 0.00160553; Faza = 161.503 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
287   X = 200 mm; Y = 2110 mm; Amplitude = 0.00145576; Faza = -23.3646 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
288   X = 200 mm; Y = 2110 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
289   X = 200 mm; Y = 2130 mm; Amplitude = 0.00170393; Faza = 163.352 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
290   X = 200 mm; Y = 2130 mm; Amplitude = 0.00153008; Faza = -21.1307 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
291   X = 200 mm; Y = 2130 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
292   X = 200 mm; Y = 2150 mm; Amplitude = 0.00179106; Faza = 164.816 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
293   X = 200 mm; Y = 2150 mm; Amplitude = 0.00159554; Faza = -19.2501 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
294   X = 200 mm; Y = 2150 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
295   X = 200 mm; Y = 2170 mm; Amplitude = 0.00186527; Faza = 165.992 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
296   X = 200 mm; Y = 2170 mm; Amplitude = 0.00165077; Faza = -17.637 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
297   X = 200 mm; Y = 2170 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
298   X = 200 mm; Y = 2190 mm; Amplitude = 0.00192529; Faza = 166.954 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
299   X = 200 mm; Y = 2190 mm; Amplitude = 0.00169473; Faza = -16.2214 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
300   X = 200 mm; Y = 2190 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
301   X = 200 mm; Y = 2210 mm; Amplitude = 0.00197017; Faza = 167.762 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
302   X = 200 mm; Y = 2210 mm; Amplitude = 0.00172666; Faza = -14.9432 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
303   X = 200 mm; Y = 2210 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
304   X = 200 mm; Y = 2230 mm; Amplitude = 0.00199927; Faza = 168.469 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
305   X = 200 mm; Y = 2230 mm; Amplitude = 0.00174607; Faza = -13.75 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
306   X = 200 mm; Y = 2230 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
307   X = 200 mm; Y = 2250 mm; Amplitude = 0.00201222; Faza = 169.119 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
308   X = 200 mm; Y = 2250 mm; Amplitude = 0.00175272; Faza = -12.5937 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
309   X = 200 mm; Y = 2250 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
310   X = 200 mm; Y = 2270 mm; Amplitude = 0.00200891; Faza = 169.756 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
311   X = 200 mm; Y = 2270 mm; Amplitude = 0.00174664; Faza = -11.4284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
312   X = 200 mm; Y = 2270 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
313   X = 200 mm; Y = 2290 mm; Amplitude = 0.00198952; Faza = 170.421 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
314   X = 200 mm; Y = 2290 mm; Amplitude = 0.00172807; Faza = -10.2083 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
315   X = 200 mm; Y = 2290 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
316   X = 200 mm; Y = 2310 mm; Amplitude = 0.00195448; Faza = 171.159 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
317   X = 200 mm; Y = 2310 mm; Amplitude = 0.00169751; Faza = -8.8858 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
318   X = 200 mm; Y = 2310 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
319   X = 200 mm; Y = 2330 mm; Amplitude = 0.00190448; Faza = 172.018 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
320   X = 200 mm; Y = 2330 mm; Amplitude = 0.00165573; Faza = -7.4084 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
321   X = 200 mm; Y = 2330 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
322   X = 200 mm; Y = 2350 mm; Amplitude = 0.00184054; Faza = 173.054 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
323   X = 200 mm; Y = 2350 mm; Amplitude = 0.00160375; Faza = -5.71756 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
324   X = 200 mm; Y = 2350 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
325   X = 200 mm; Y = 2370 mm; Amplitude = 0.00176394; Faza = 174.334 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
326   X = 200 mm; Y = 2370 mm; Amplitude = 0.00154291; Faza = -3.7453 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
327   X = 200 mm; Y = 2370 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
328   X = 200 mm; Y = 2390 mm; Amplitude = 0.00167633; Faza = 175.94 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
329   X = 200 mm; Y = 2390 mm; Amplitude = 0.00147485; Faza = -1.41288 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
330   X = 200 mm; Y = 2390 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
331   X = 200 mm; Y = 2410 mm; Amplitude = 0.00157978; Faza = 177.975 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
332   X = 200 mm; Y = 2410 mm; Amplitude = 0.00140161; Faza = 1.37124 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
333   X = 200 mm; Y = 2410 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
334   X = 200 mm; Y = 2430 mm; Amplitude = 0.00147684; Faza = -179.432 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
335   X = 200 mm; Y = 2430 mm; Amplitude = 0.00132564; Faza = 4.71041 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
336   X = 200 mm; Y = 2430 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
337   X = 200 mm; Y = 2450 mm; Amplitude = 0.00137072; Faza = -176.121 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
338   X = 200 mm; Y = 2450 mm; Amplitude = 0.00124987; Faza = 8.71585 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
339   X = 200 mm; Y = 2450 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
340   X = 200 mm; Y = 2470 mm; Amplitude = 0.00126543; Faza = -171.9 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
341   X = 200 mm; Y = 2470 mm; Amplitude = 0.00117777; Faza = 13.4956 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
342   X = 200 mm; Y = 2470 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
343   X = 200 mm; Y = 2490 mm; Amplitude = 0.00116599; Faza = -166.558 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
344   X = 200 mm; Y = 2490 mm; Amplitude = 0.00111328; Faza = 19.128 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
345   X = 200 mm; Y = 2490 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
346   X = 200 mm; Y = 2510 mm; Amplitude = 0.00107851; Faza = -159.909 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
347   X = 200 mm; Y = 2510 mm; Amplitude = 0.00106063; Faza = 25.6239 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
348   X = 200 mm; Y = 2510 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
349   X = 200 mm; Y = 2530 mm; Amplitude = 0.00101005; Faza = -151.887 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
350   X = 200 mm; Y = 2530 mm; Amplitude = 0.00102395; Faza = 32.8791 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
351   X = 200 mm; Y = 2530 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
352   X = 200 mm; Y = 2550 mm; Amplitude = 0.000967616; Faza = -142.682 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
353   X = 200 mm; Y = 2550 mm; Amplitude = 0.00100655; Faza = 40.6425 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
354   X = 200 mm; Y = 2550 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
355   X = 200 mm; Y = 2570 mm; Amplitude = 0.000956484; Faza = -132.831 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
356   X = 200 mm; Y = 2570 mm; Amplitude = 0.00101014; Faza = 48.5387 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
357   X = 200 mm; Y = 2570 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
358   X = 200 mm; Y = 2590 mm; Amplitude = 0.000978197; Faza = -123.111 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
359   X = 200 mm; Y = 2590 mm; Amplitude = 0.00103441; Faza = 56.1565 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
