Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00286564; Faza = -42.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
188   X = 200 mm; Y = 1450 mm; Amplitude = 0.00587501; Faza = -118.972 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
189   X = 200 mm; Y = 1450 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
190   X = 200 mm; Y = 1470 mm; Amplitude = 0.00656838; Faza = 63.6591 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
191   X = 200 mm; Y = 1470 mm; Amplitude = 0.00618818; Faza = -118.023 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
192   X = 200 mm; Y = 1470 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
193   X = 200 mm; Y = 1490 mm; Amplitude = 0.00690256; Faza = 64.2681 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
194   X = 200 mm; Y = 1490 mm; Amplitude = 0.00648334; Faza = -117.223 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
195   X = 200 mm; Y = 1490 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
196   X = 200 mm; Y = 1510 mm; Amplitude = 0.00721222; Faza = 64.7671 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
197   X = 200 mm; Y = 1510 mm; Amplitude = 0.00675834; Faza = -116.537 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
198   X = 200 mm; Y = 1510 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
199   X = 200 mm; Y = 1530 mm; Amplitude = 0.00749532; Faza = 65.1827 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
200   X = 200 mm; Y = 1530 mm; Amplitude = 0.00701133; Faza = -115.94 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
201   X = 200 mm; Y = 1530 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
202   X = 200 mm; Y = 1550 mm; Amplitude = 0.00775019; Faza = 65.537 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
203   X = 200 mm; Y = 1550 mm; Amplitude = 0.00724082; Faza = -115.408 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
204   X = 200 mm; Y = 1550 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
205   X = 200 mm; Y = 1570 mm; Amplitude = 0.00797553; Faza = 65.848 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
206   X = 200 mm; Y = 1570 mm; Amplitude = 0.00744557; Faza = -114.923 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
207   X = 200 mm; Y = 1570 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
208   X = 200 mm; Y = 1590 mm; Amplitude = 0.00817035; Faza = 66.1314 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
209   X = 200 mm; Y = 1590 mm; Amplitude = 0.00762466; Faza = -114.47 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
210   X = 200 mm; Y = 1590 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
211   X = 200 mm; Y = 1610 mm; Amplitude = 0.00833399; Faza = 66.4007 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
212   X = 200 mm; Y = 1610 mm; Amplitude = 0.00777746; Faza = -114.033 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
213   X = 200 mm; Y = 1610 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
214   X = 200 mm; Y = 1630 mm; Amplitude = 0.00846613; Faza = 66.6682 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
215   X = 200 mm; Y = 1630 mm; Amplitude = 0.0079036; Faza = -113.601 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
216   X = 200 mm; Y = 1630 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
217   X = 200 mm; Y = 1650 mm; Amplitude = 0.00856677; Faza = 66.945 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
218   X = 200 mm; Y = 1650 mm; Amplitude = 0.00800301; Faza = -113.162 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
219   X = 200 mm; Y = 1650 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
220   X = 200 mm; Y = 1670 mm; Amplitude = 0.00863621; Faza = 67.2419 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
221   X = 200 mm; Y = 1670 mm; Amplitude = 0.00807589; Faza = -112.705 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
222   X = 200 mm; Y = 1670 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
223   X = 200 mm; Y = 1690 mm; Amplitude = 0.00867505; Faza = 67.5691 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
224   X = 200 mm; Y = 1690 mm; Amplitude = 0.0081227; Faza = -112.221 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
225   X = 200 mm; Y = 1690 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
226   X = 200 mm; Y = 1710 mm; Amplitude = 0.00868421; Faza = 67.9369 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
227   X = 200 mm; Y = 1710 mm; Amplitude = 0.00814418; Faza = -111.699 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
228   X = 200 mm; Y = 1710 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
229   X = 200 mm; Y = 1730 mm; Amplitude = 0.00866487; Faza = 68.3556 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
230   X = 200 mm; Y = 1730 mm; Amplitude = 0.0081413; Faza = -111.131 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
231   X = 200 mm; Y = 1730 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
232   X = 200 mm; Y = 1750 mm; Amplitude = 0.00861851; Faza = 68.8354 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
233   X = 200 mm; Y = 1750 mm; Amplitude = 0.00811529; Faza = -110.507 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
234   X = 200 mm; Y = 1750 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
235   X = 200 mm; Y = 1770 mm; Amplitude = 0.00854686; Faza = 69.3872 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
236   X = 200 mm; Y = 1770 mm; Amplitude = 0.0080676; Faza = -109.818 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
237   X = 200 mm; Y = 1770 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
238   X = 200 mm; Y = 1790 mm; Amplitude = 0.0084519; Faza = 70.0219 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
239   X = 200 mm; Y = 1790 mm; Amplitude = 0.00799993; Faza = -109.054 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
240   X = 200 mm; Y = 1790 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
241   X = 200 mm; Y = 1810 mm; Amplitude = 0.00833585; Faza = 70.7508 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
242   X = 200 mm; Y = 1810 mm; Amplitude = 0.00791413; Faza = -108.207 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
243   X = 200 mm; Y = 1810 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
244   X = 200 mm; Y = 1830 mm; Amplitude = 0.00820115; Faza = 71.5854 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
245   X = 200 mm; Y = 1830 mm; Amplitude = 0.00781226; Faza = -107.268 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
246   X = 200 mm; Y = 1830 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
247   X = 200 mm; Y = 1850 mm; Amplitude = 0.00805045; Faza = 72.5374 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
248   X = 200 mm; Y = 1850 mm; Amplitude = 0.00769656; Faza = -106.228 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
249   X = 200 mm; Y = 1850 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
250   X = 200 mm; Y = 1870 mm; Amplitude = 0.00788657; Faza = 73.6184 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
251   X = 200 mm; Y = 1870 mm; Amplitude = 0.00756934; Faza = -105.078 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
252   X = 200 mm; Y = 1870 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
253   X = 200 mm; Y = 1890 mm; Amplitude = 0.0077125; Faza = 74.8395 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
254   X = 200 mm; Y = 1890 mm; Amplitude = 0.00743305; Faza = -103.812 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
255   X = 200 mm; Y = 1890 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
256   X = 200 mm; Y = 1910 mm; Amplitude = 0.00753136; Faza = 76.2111 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
257   X = 200 mm; Y = 1910 mm; Amplitude = 0.00729024; Faza = -102.422 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
258   X = 200 mm; Y = 1910 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
259   X = 200 mm; Y = 1930 mm; Amplitude = 0.00734635; Faza = 77.7423 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
260   X = 200 mm; Y = 1930 mm; Amplitude = 0.00714343; Faza = -100.903 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
261   X = 200 mm; Y = 1930 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
262   X = 200 mm; Y = 1950 mm; Amplitude = 0.00716071; Faza = 79.4403 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
263   X = 200 mm; Y = 1950 mm; Amplitude = 0.0069952; Faza = -99.252 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
264   X = 200 mm; Y = 1950 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
265   X = 200 mm; Y = 1970 mm; Amplitude = 0.00697769; Faza = 81.3093 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
266   X = 200 mm; Y = 1970 mm; Amplitude = 0.00684805; Faza = -97.4667 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
267   X = 200 mm; Y = 1970 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
268   X = 200 mm; Y = 1990 mm; Amplitude = 0.00680044; Faza = 83.3503 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
269   X = 200 mm; Y = 1990 mm; Amplitude = 0.00670438; Faza = -95.5485 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
270   X = 200 mm; Y = 1990 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
271   X = 200 mm; Y = 2010 mm; Amplitude = 0.00663197; Faza = 85.5595 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
272   X = 200 mm; Y = 2010 mm; Amplitude = 0.00656642; Faza = -93.5013 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
273   X = 200 mm; Y = 2010 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
274   X = 200 mm; Y = 2030 mm; Amplitude = 0.00647502; Faza = 87.9284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
275   X = 200 mm; Y = 2030 mm; Amplitude = 0.00643624; Faza = -91.3325 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
276   X = 200 mm; Y = 2030 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
277   X = 200 mm; Y = 2050 mm; Amplitude = 0.00633199; Faza = 90.4426 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
278   X = 200 mm; Y = 2050 mm; Amplitude = 0.00631562; Faza = -89.0529 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
279   X = 200 mm; Y = 2050 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
280   X = 200 mm; Y = 2070 mm; Amplitude = 0.00620486; Faza = 93.082 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
281   X = 200 mm; Y = 2070 mm; Amplitude = 0.00620602; Faza = -86.6766 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
282   X = 200 mm; Y = 2070 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
283   X = 200 mm; Y = 2090 mm; Amplitude = 0.00609507; Faza = 95.8213 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
284   X = 200 mm; Y = 2090 mm; Amplitude = 0.00610856; Faza = -84.221 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
285   X = 200 mm; Y = 2090 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
286   X = 200 mm; Y = 2110 mm; Amplitude = 0.00600348; Faza = 98.6306 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
287   X = 200 mm; Y = 2110 mm; Amplitude = 0.00602397; Faza = -81.706 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
288   X = 200 mm; Y = 2110 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
289   X = 200 mm; Y = 2130 mm; Amplitude = 0.00593035; Faza = 101.477 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
290   X = 200 mm; Y = 2130 mm; Amplitude = 0.00595258; Faza = -79.1532 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
291   X = 200 mm; Y = 2130 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
292   X = 200 mm; Y = 2150 mm; Amplitude = 0.0058753; Faza = 104.327 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
293   X = 200 mm; Y = 2150 mm; Amplitude = 0.00589435; Faza = -76.5852 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
294   X = 200 mm; Y = 2150 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
295   X = 200 mm; Y = 2170 mm; Amplitude = 0.00583741; Faza = 107.148 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
296   X = 200 mm; Y = 2170 mm; Amplitude = 0.00584886; Faza = -74.0242 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
297   X = 200 mm; Y = 2170 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
298   X = 200 mm; Y = 2190 mm; Amplitude = 0.00581525; Faza = 109.909 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
299   X = 200 mm; Y = 2190 mm; Amplitude = 0.00581539; Faza = -71.4916 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
300   X = 200 mm; Y = 2190 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
301   X = 200 mm; Y = 2210 mm; Amplitude = 0.00580701; Faza = 112.584 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
302   X = 200 mm; Y = 2210 mm; Amplitude = 0.00579294; Faza = -69.0062 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
303   X = 200 mm; Y = 2210 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
304   X = 200 mm; Y = 2230 mm; Amplitude = 0.00581065; Faza = 115.153 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
305   X = 200 mm; Y = 2230 mm; Amplitude = 0.00578033; Faza = -66.5845 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
306   X = 200 mm; Y = 2230 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
307   X = 200 mm; Y = 2250 mm; Amplitude = 0.00582394; Faza = 117.601 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
308   X = 200 mm; Y = 2250 mm; Amplitude = 0.00577623; Faza = -64.2396 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
309   X = 200 mm; Y = 2250 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
310   X = 200 mm; Y = 2270 mm; Amplitude = 0.00584468; Faza = 119.919 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
311   X = 200 mm; Y = 2270 mm; Amplitude = 0.00577928; Faza = -61.9815 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
312   X = 200 mm; Y = 2270 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
313   X = 200 mm; Y = 2290 mm; Amplitude = 0.00587074; Faza = 122.103 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
314   X = 200 mm; Y = 2290 mm; Amplitude = 0.00578814; Faza = -59.8171 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
315   X = 200 mm; Y = 2290 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
316   X = 200 mm; Y = 2310 mm; Amplitude = 0.00590014; Faza = 124.152 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
317   X = 200 mm; Y = 2310 mm; Amplitude = 0.00580152; Faza = -57.7502 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
318   X = 200 mm; Y = 2310 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
319   X = 200 mm; Y = 2330 mm; Amplitude = 0.00593113; Faza = 126.071 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
320   X = 200 mm; Y = 2330 mm; Amplitude = 0.00581823; Faza = -55.7824 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
321   X = 200 mm; Y = 2330 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
322   X = 200 mm; Y = 2350 mm; Amplitude = 0.00596224; Faza = 127.866 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
323   X = 200 mm; Y = 2350 mm; Amplitude = 0.00583724; Faza = -53.913 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
324   X = 200 mm; Y = 2350 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
325   X = 200 mm; Y = 2370 mm; Amplitude = 0.00599227; Faza = 129.546 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
326   X = 200 mm; Y = 2370 mm; Amplitude = 0.00585764; Faza = -52.1398 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
327   X = 200 mm; Y = 2370 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
328   X = 200 mm; Y = 2390 mm; Amplitude = 0.00602029; Faza = 131.12 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
329   X = 200 mm; Y = 2390 mm; Amplitude = 0.00587871; Faza = -50.4597 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
330   X = 200 mm; Y = 2390 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
331   X = 200 mm; Y = 2410 mm; Amplitude = 0.00604567; Faza = 132.597 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
332   X = 200 mm; Y = 2410 mm; Amplitude = 0.00589991; Faza = -48.8688 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
333   X = 200 mm; Y = 2410 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
334   X = 200 mm; Y = 2430 mm; Amplitude = 0.00606802; Faza = 133.987 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
335   X = 200 mm; Y = 2430 mm; Amplitude = 0.00592084; Faza = -47.3632 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
336   X = 200 mm; Y = 2430 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
337   X = 200 mm; Y = 2450 mm; Amplitude = 0.0060872; Faza = 135.299 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
338   X = 200 mm; Y = 2450 mm; Amplitude = 0.00594128; Faza = -45.9391 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
339   X = 200 mm; Y = 2450 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
340   X = 200 mm; Y = 2470 mm; Amplitude = 0.00610329; Faza = 136.541 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
341   X = 200 mm; Y = 2470 mm; Amplitude = 0.00596109; Faza = -44.5928 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
342   X = 200 mm; Y = 2470 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
343   X = 200 mm; Y = 2490 mm; Amplitude = 0.00611652; Faza = 137.72 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
344   X = 200 mm; Y = 2490 mm; Amplitude = 0.00598027; Faza = -43.3213 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
345   X = 200 mm; Y = 2490 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
346   X = 200 mm; Y = 2510 mm; Amplitude = 0.00612727; Faza = 138.842 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
347   X = 200 mm; Y = 2510 mm; Amplitude = 0.00599891; Faza = -42.1223 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
348   X = 200 mm; Y = 2510 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
349   X = 200 mm; Y = 2530 mm; Amplitude = 0.00613602; Faza = 139.909 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
350   X = 200 mm; Y = 2530 mm; Amplitude = 0.00601712; Faza = -40.9941 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
351   X = 200 mm; Y = 2530 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
352   X = 200 mm; Y = 2550 mm; Amplitude = 0.00614332; Faza = 140.924 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
353   X = 200 mm; Y = 2550 mm; Amplitude = 0.00603509; Faza = -39.936 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
354   X = 200 mm; Y = 2550 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
355   X = 200 mm; Y = 2570 mm; Amplitude = 0.00614977; Faza = 141.889 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
356   X = 200 mm; Y = 2570 mm; Amplitude = 0.00605301; Faza = -38.9483 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
357   X = 200 mm; Y = 2570 mm; Amplitude = 0; Faza = 0 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; sin(f)
358   X = 200 mm; Y = 2590 mm; Amplitude = 0.00615596; Faza = 142.801 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
359   X = 200 mm; Y = 2590 mm; Amplitude = 0.00607107; Faza = -38.0317 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; cos(f)
